,year,name,driver_name,grid,race_finish_position,positions_gained_lost,era
8512,2020,Italian Grand Prix,russell,19,14,5,V6 Hybrid
8505,2020,Italian Grand Prix,ocon,12,8,4,V6 Hybrid
8920,2021,Belgian Grand Prix,bottas,13,12,1,V6 Hybrid
8921,2021,Belgian Grand Prix,ocon,8,7,1,V6 Hybrid
8922,2021,Belgian Grand Prix,norris,15,14,1,V6 Hybrid
8923,2021,Belgian Grand Prix,leclerc,9,8,1,V6 Hybrid
8924,2021,Belgian Grand Prix,latifi,10,9,1,V6 Hybrid
8887,2021,British Grand Prix,stroll,14,8,6,V6 Hybrid
8888,2021,British Grand Prix,tsunoda,16,10,6,V6 Hybrid
8881,2021,British Grand Prix,sainz,10,6,4,V6 Hybrid
8890,2021,British Grand Prix,latifi,17,14,3,V6 Hybrid
8876,2021,British Grand Prix,leclerc,4,2,2,V6 Hybrid
8953,2021,Italian Grand Prix,bottas,19,3,16,V6 Hybrid
8967,2021,Italian Grand Prix,russell,14,9,5,V6 Hybrid
8961,2021,Italian Grand Prix,perez,8,5,3,V6 Hybrid
8970,2021,Italian Grand Prix,mick_schumacher,18,15,3,V6 Hybrid
8971,2021,Italian Grand Prix,kubica,17,14,3,V6 Hybrid
8782,2021,Monaco Grand Prix,perez,9,4,5,V6 Hybrid
8786,2021,Monaco Grand Prix,stroll,13,8,5,V6 Hybrid
8790,2021,Monaco Grand Prix,alonso,17,13,4,V6 Hybrid
8781,2021,Monaco Grand Prix,vettel,8,5,3,V6 Hybrid
8787,2021,Monaco Grand Prix,raikkonen,14,11,3,V6 Hybrid
9333,2022,British Grand Prix,mick_schumacher,19,8,11,V6 Hybrid
9332,2022,British Grand Prix,vettel,18,9,9,V6 Hybrid
9334,2022,British Grand Prix,stroll,20,11,9,V6 Hybrid
9331,2022,British Grand Prix,kevin_magnussen,17,10,7,V6 Hybrid
9318,2022,British Grand Prix,perez,4,2,2,V6 Hybrid
9271,2022,Monaco Grand Prix,gasly,17,11,6,V6 Hybrid
9272,2022,Monaco Grand Prix,stroll,18,14,4,V6 Hybrid
9273,2022,Monaco Grand Prix,latifi,19,15,4,V6 Hybrid
9274,2022,Monaco Grand Prix,zhou,20,16,4,V6 Hybrid
9266,2022,Monaco Grand Prix,bottas,12,9,3,V6 Hybrid
